# id	name	slot  (from equipment-models.json, cache revision 2026-08-04)
9945	Bomber cap	head
9946	Cap and goggles	head
9948	Hunter cape	cape
9949	Hunter cape(t)	cape
9950	Hunter hood	head
10010	Butterfly net	weapon
10022	null	shield
10023	Falconer's glove	weapon
10024	Falconer's glove	weapon
10029	Teasing stick	weapon
10033	Chinchompa	weapon
10034	Red chinchompa	weapon
10035	Kyatt legs	legs
10037	Kyatt top	torso
10039	Kyatt hat	head
10041	Larupia legs	legs
10043	Larupia top	torso
10045	Larupia hat	head
10047	Graahk legs	legs
10049	Graahk top	torso
10051	Graahk headdress	head
10053	Wood camo top	torso
10055	Wood camo legs	legs
10057	Jungle camo top	torso
10059	Jungle camo legs	legs
10061	Desert camo top	torso
10063	Desert camo legs	legs
10065	Polar camo top	torso
10067	Polar camo legs	legs
10069	Spotted cape	cape
10071	Spottier cape	cape
10073	Spotted cape	cape
10074	Spottier cape	cape
10075	Gloves of silence	hands
10077	Spiky vambraces	hands
10079	Green spiky vambraces	hands
10081	Blue spiky vambraces	hands
10083	Red spiky vambraces	hands
10085	Black spiky vambraces	hands
10129	Barb-tail harpoon	weapon
10131	null	weapon
10132	Strung rabbit foot	amulet
10146	Orange salamander	weapon
10147	Red salamander	weapon
10148	Black salamander	weapon
10149	Swamp lizard	weapon
10150	Noose wand	weapon
10152	null	weapon
10153	null	weapon
10154	null	weapon
10155	null	weapon
10156	Hunters' crossbow	weapon
10164	null	?
10171	Eagle cape	cape
10172	Fake beak	head
10280	Willow comp bow	weapon
10282	Yew comp bow	weapon
10284	Magic comp bow	weapon
10286	Rune helm (h1)	head
10288	Rune helm (h2)	head
10290	Rune helm (h3)	head
10292	Rune helm (h4)	head
10294	Rune helm (h5)	head
10296	Adamant helm (h1)	head
10298	Adamant helm (h2)	head
10300	Adamant helm (h3)	head
10302	Adamant helm (h4)	head
10304	Adamant helm (h5)	head
10306	Black helm (h1)	head
10308	Black helm (h2)	head
10310	Black helm (h3)	head
10312	Black helm (h4)	head
10314	Black helm (h5)	head
10316	Bob's red shirt	torso
10318	Bob's blue shirt	torso
10320	Bob's green shirt	torso
10322	Bob's black shirt	torso
10324	Bob's purple shirt	torso
10330	3rd age range top	torso
10332	3rd age range legs	legs
10334	3rd age range coif	head
10336	3rd age vambraces	hands
10338	3rd age robe top	torso
10340	3rd age robe	legs
10342	3rd age mage hat	head
10344	3rd age amulet	amulet
10346	3rd age platelegs	legs
10348	3rd age platebody	torso
10350	3rd age full helmet	head
10352	3rd age kiteshield	shield
10354	Amulet of glory (t4)	amulet
10356	Amulet of glory (t3)	amulet
10358	Amulet of glory (t2)	amulet
10360	Amulet of glory (t1)	amulet
10362	Amulet of glory (t)	amulet
10364	Strength amulet (t)	amulet
10366	Amulet of magic (t)	amulet
10368	Zamorak bracers	hands
10370	Zamorak d'hide body	torso
10372	Zamorak chaps	legs
10374	Zamorak coif	head
10376	Guthix bracers	hands
10378	Guthix d'hide body	torso
10380	Guthix chaps	legs
10382	Guthix coif	head
10384	Saradomin bracers	hands
10386	Saradomin d'hide body	torso
10388	Saradomin chaps	legs
10390	Saradomin coif	head
10392	A powdered wig	head
10394	Flared trousers	legs
10396	Pantaloons	legs
10398	Sleeping cap	head
10400	Black elegant shirt	torso
10402	Black elegant legs	legs
10404	Red elegant shirt	torso
10406	Red elegant legs	legs
10408	Blue elegant shirt	torso
10410	Blue elegant legs	legs
10412	Green elegant shirt	torso
10414	Green elegant legs	legs
10416	Purple elegant shirt	torso
10418	Purple elegant legs	legs
10420	White elegant blouse	torso
10422	White elegant skirt	legs
10424	Red elegant blouse	torso
10426	Red elegant skirt	legs
10428	Blue elegant blouse	torso
10430	Blue elegant skirt	legs
10432	Green elegant blouse	torso
10434	Green elegant skirt	legs
10436	Purple elegant blouse	torso
10438	Purple elegant skirt	legs
10440	Saradomin crozier	weapon
10442	Guthix crozier	weapon
10444	Zamorak crozier	weapon
10446	Saradomin cloak	cape
10448	Guthix cloak	cape
10450	Zamorak cloak	cape
10452	Saradomin mitre	head
10454	Guthix mitre	head
10456	Zamorak mitre	head
10458	Saradomin robe top	torso
10460	Zamorak robe top	torso
10462	Guthix robe top	torso
10464	Saradomin robe legs	legs
10466	Guthix robe legs	legs
10468	Zamorak robe legs	legs
10470	Saradomin stole	amulet
10472	Guthix stole	amulet
10474	Zamorak stole	amulet
10484	null	weapon
10485	Scroll	weapon
10487	Undead chicken	weapon
10488	Selected iron	weapon
10491	Blessed axe	weapon
10498	Ava's attractor	cape
10499	Ava's accumulator	cape
10500	Crone-made amulet	amulet
10501	Snowball	weapon
10507	Reindeer hat	head
10544	Healing vial(2)	?
10547	Healer hat	head
10548	Fighter hat	head
10549	Runner hat	head
10550	Ranger hat	head
10551	Fighter torso	torso
10552	Runner boots	boots
10553	Penance gloves	hands
10554	Penance gloves	hands
10555	Penance skirt	legs
10556	Attacker icon	jaw
10557	Collector icon	jaw
10558	Defender icon	jaw
10559	Healer icon	jaw
10564	Granite body	torso
10566	Fire cape	cape
10567	Healer icon	jaw
10568	null	weapon
10581	Keris	weapon
10582	Keris(p)	weapon
10583	Keris(p+)	weapon
10584	Keris(p++)	weapon
10588	Salve amulet (e)	amulet
10589	Granite helm	head
10810	Arctic pine logs	shield
10822	Yak-hide armour	torso
10824	Yak-hide armour	legs
10826	Neitiznot shield	shield
10828	Helm of neitiznot	head
10836	Silly jester hat	head
10837	Silly jester top	torso
10838	Silly jester tights	legs
10839	Silly jester boots	boots
10840	A jester stick	weapon
10841	Apricot cream pie	?
10842	Decapitated head	?
10857	Severed leg	?
10858	Shadow sword	weapon
10860	null	?
10861	null	?
10862	Hard hat	head
10863	Builder's shirt	torso
10864	Builder's trousers	legs
10865	Builder's boots	boots
10877	Plain satchel	shield
10878	Green satchel	shield
10879	Red satchel	shield
10880	Black satchel	shield
10881	Gold satchel	shield
10882	Rune satchel	shield
10886	Prayer book	?
10887	Barrelchest anchor	weapon
10933	Lumberjack boots	boots
10939	Lumberjack top	torso
10940	Lumberjack legs	legs
10941	Lumberjack hat	head
10952	Slayer bell	?
10954	Frog-leather body	torso
10956	Frog-leather chaps	legs
10958	Frog-leather boots	boots
11012	Wand	weapon
11013	Infused wand	weapon
11019	Chicken feet	boots
11020	Chicken wings	torso
11021	Chicken head	head
11022	Chicken legs	legs
11027	Easter egg	weapon
11028	Easter egg	weapon
11029	Easter egg	weapon
11030	Easter egg	weapon
11037	Brine sabre	weapon
11046	Rope	?
11061	Ancient mace	weapon
11063	null	weapon
11068	Gold bracelet	hands
11069	Gold bracelet	hands
11071	Sapphire bracelet	hands
11072	Sapphire bracelet	hands
11074	Bracelet of clay	hands
11076	Emerald bracelet	hands
11078	Emerald bracelet	hands
11079	Castle wars bracelet(3)	hands
11081	Castle wars bracelet(2)	hands
11083	Castle wars bracelet(1)	hands
11085	Ruby bracelet	hands
11087	Ruby bracelet	hands
11088	Inoculation bracelet	hands
11090	Phoenix necklace	amulet
11092	Diamond bracelet	hands
11094	Diamond bracelet	hands
11095	Abyssal bracelet(5)	hands
11097	Abyssal bracelet(4)	hands
11099	Abyssal bracelet(3)	hands
11101	Abyssal bracelet(2)	hands
11103	Abyssal bracelet(1)	hands
11105	Skills necklace(4)	amulet
11107	Skills necklace(3)	amulet
11109	Skills necklace(2)	amulet
11111	Skills necklace(1)	amulet
11113	Skills necklace	amulet
11115	Dragonstone bracelet	hands
11117	Dragon bracelet	hands
11118	Combat bracelet(4)	hands
11120	Combat bracelet(3)	hands
11122	Combat bracelet(2)	hands
11124	Combat bracelet(1)	hands
11126	Combat bracelet	hands
11128	Berserker necklace	amulet
11130	Onyx bracelet	hands
11132	Onyx bracelet	hands
11133	Regen bracelet	hands
11136	Karamja gloves 1	hands
11138	Karamja gloves 2	hands
11140	Karamja gloves 3	hands
11151	Dream vial (empty)	?
11152	Dream vial (water)	?
11153	Dream vial (herb)	?
11154	Dream potion	?
11165	Phoenix crossbow	weapon
11167	Phoenix crossbow	weapon
11190	Digsite pendant (1)	amulet
11191	Digsite pendant (2)	amulet
11192	Digsite pendant (3)	amulet
11193	Digsite pendant (4)	amulet
11194	Digsite pendant (5)	amulet
11195	Clean necklace	amulet
11200	Dwarven helmet	head
11204	Shrink-me-quick	weapon
11230	Dragon dart	weapon
11231	Dragon dart(p)	weapon
11233	Dragon dart(p+)	weapon
11234	Dragon dart(p++)	weapon
11235	Dark bow	weapon
11259	Magic butterfly net	weapon
11279	Elvarg's head	weapon
11280	Cavalier mask	head
11282	Beret mask	head
11283	Dragonfire shield	shield
11284	Dragonfire shield	shield
11288	null	?
11289	null	?
11290	null	?
11291	null	?
11292	null	?
11293	null	?
11294	null	?
11295	null	?
11296	null	?
11297	null	?
11298	null	?
11299	null	?
11300	null	?
11301	null	?
11302	null	?
11303	null	?
11304	null	?
11305	null	?
11306	null	?
11307	null	?
11308	null	?
11309	null	?
11310	null	?
11311	null	?
11312	null	?
11313	null	?
11314	null	?
11315	null	?
11316	null	?
11317	null	?
11318	null	?
11319	null	?
11320	null	?
11321	null	?
11322	null	?
11323	Barbarian rod	?
11335	Dragon full helm	head
11367	Bronze hasta	weapon
11369	Iron hasta	weapon
11371	Steel hasta	weapon
11373	Mithril hasta	weapon
11375	Adamant hasta	weapon
11377	Rune hasta	weapon
11379	Bronze hasta(p)	weapon
11381	Bronze hasta(kp)	weapon
11382	Bronze hasta(p+)	weapon
11384	Bronze hasta(p++)	weapon
11386	Iron hasta(p)	weapon
11388	Iron hasta(kp)	weapon
11389	Iron hasta(p+)	weapon
11391	Iron hasta(p++)	weapon
11393	Steel hasta(p)	weapon
11395	Steel hasta(kp)	weapon
11396	Steel hasta(p+)	weapon
11398	Steel hasta(p++)	weapon
11400	Mithril hasta(p)	weapon
11402	Mithril hasta(kp)	weapon
11403	Mithril hasta(p+)	weapon
11405	Mithril hasta(p++)	weapon
11407	Adamant hasta(p)	weapon
11409	Adamant hasta(kp)	weapon
11410	Adamant hasta(p+)	weapon
11412	Adamant hasta(p++)	weapon
11414	Rune hasta(p)	weapon
11416	Rune hasta(kp)	weapon
11417	Rune hasta(p+)	weapon
11419	Rune hasta(p++)	weapon
11542	null	weapon
11543	null	weapon
11663	Void mage helm	head
11664	Void ranger helm	head
11665	Void melee helm	head
11666	Void seal(8)	amulet
11667	Void seal(7)	amulet
11668	Void seal(6)	amulet
11669	Void seal(5)	amulet
11670	Void seal(4)	amulet
11671	Void seal(3)	amulet
11672	Void seal(2)	amulet
11673	Void seal(1)	amulet
11705	Beach boxing gloves	weapon
11706	Beach boxing gloves	weapon
11707	Cursed goblin hammer	weapon
11708	Cursed goblin bow	weapon
11709	Cursed goblin staff	weapon
11710	Anti-dragon shield (nz)	shield
11711	Magic secateurs (nz)	weapon
11719	Rune pickaxe (nz)	weapon
11720	Mithril pickaxe (nz)	weapon
11721	Iron pickaxe (nz)	weapon
11748	New crystal bow (i)	weapon
11749	Crystal bow full (i)	weapon
11750	Crystal bow 9/10 (i)	weapon
11751	Crystal bow 8/10 (i)	weapon
11752	Crystal bow 7/10 (i)	weapon
11753	Crystal bow 6/10 (i)	weapon
11754	Crystal bow 5/10 (i)	weapon
11755	Crystal bow 4/10 (i)	weapon
11756	Crystal bow 3/10 (i)	weapon
11757	Crystal bow 2/10 (i)	weapon
11758	Crystal bow 1/10 (i)	weapon
11759	New crystal shield (i)	shield
11760	Crystal shield full (i)	shield
11761	Crystal shield 9/10 (i)	shield
11762	Crystal shield 8/10 (i)	shield
11763	Crystal shield 7/10 (i)	shield
11764	Crystal shield 6/10 (i)	shield
11765	Crystal shield 5/10 (i)	shield
11766	Crystal shield 4/10 (i)	shield
11767	Crystal shield 3/10 (i)	shield
11768	Crystal shield 2/10 (i)	shield
11769	Crystal shield 1/10 (i)	shield
11774	Black mask (10) (i)	head
11775	Black mask (9) (i)	head
11776	Black mask (8) (i)	head
11777	Black mask (7) (i)	head
11778	Black mask (6) (i)	head
11779	Black mask (5) (i)	head
11780	Black mask (4) (i)	head
11781	Black mask (3) (i)	head
11782	Black mask (2) (i)	head
11783	Black mask (1) (i)	head
11784	Black mask (i)	head
11785	Armadyl crossbow	weapon
11787	Steam battlestaff	weapon
11789	Mystic steam staff	weapon
11791	Staff of the dead	weapon
11802	Armadyl godsword	weapon
11804	Bandos godsword	weapon
11806	Saradomin godsword	weapon
11808	Zamorak godsword	weapon
11824	Zamorakian spear	weapon
11826	Armadyl helmet	head
11828	Armadyl chestplate	torso
11830	Armadyl chainskirt	legs
11832	Bandos chestplate	torso
11834	Bandos tassets	legs
11836	Bandos boots	boots
11838	Saradomin sword	weapon
11840	Dragon boots	boots
11847	Black h'ween mask	head
11850	Graceful hood	head
11851	Graceful hood	head
11852	Graceful cape	cape
11853	Graceful cape	cape
11854	Graceful top	torso
11855	Graceful top	torso
11856	Graceful legs	legs
11857	Graceful legs	legs
11858	Graceful gloves	hands
11859	Graceful gloves	hands
11860	Graceful boots	boots
11861	Graceful boots	boots
11862	Black partyhat	head
11863	Rainbow partyhat	head
11864	Slayer helmet	head
11865	Slayer helmet (i)	head
11889	Zamorakian hasta	weapon
11891	Saradomin banner	weapon
11892	Zamorak banner	weapon
11893	Decorative armour	legs
11894	Decorative armour	legs
11895	Decorative armour	legs
11896	Decorative armour	torso
11897	Decorative armour	legs
11898	Decorative armour	head
11899	Decorative armour	torso
11900	Decorative armour	legs
11901	Decorative armour	cape
11902	Leaf-bladed sword	weapon
11905	Trident of the seas (full)	weapon
11907	Trident of the seas	weapon
11908	Uncharged trident	weapon
11919	Cow mask	head
11920	Dragon pickaxe	weapon
11924	Malediction ward	shield
11926	Odium ward	shield
11959	Black chinchompa	weapon
11964	Amulet of glory (t6)	amulet
11966	Amulet of glory (t5)	amulet
11968	Skills necklace(6)	amulet
11970	Skills necklace(5)	amulet
11972	Combat bracelet(6)	hands
11974	Combat bracelet(5)	hands
11976	Amulet of glory(5)	amulet
11978	Amulet of glory(6)	amulet
11990	Fedora	head
11998	Smoke battlestaff	weapon
12000	Mystic smoke staff	weapon
12002	Occult necklace	amulet
12006	Abyssal tentacle	weapon
12013	Prospector helmet	head
12014	Prospector jacket	torso
12015	Prospector legs	legs
12016	Prospector boots	boots
12017	Salve amulet(i)	amulet
12018	Salve amulet(ei)	amulet
12193	Ancient robe top	torso
12195	Ancient robe legs	legs
12197	Ancient cloak	cape
12199	Ancient crozier	weapon
12201	Ancient stole	amulet
12203	Ancient mitre	head
12205	Bronze platebody (g)	torso
12207	Bronze platelegs (g)	legs
12209	Bronze plateskirt (g)	legs
12211	Bronze full helm (g)	head
12213	Bronze kiteshield (g)	shield
12215	Bronze platebody (t)	torso
12217	Bronze platelegs (t)	legs
12219	Bronze plateskirt (t)	legs
12221	Bronze full helm (t)	head
12223	Bronze kiteshield (t)	shield
12225	Iron platebody (t)	torso
12227	Iron platelegs (t)	legs
12229	Iron plateskirt (t)	legs
12231	Iron full helm (t)	head
12233	Iron kiteshield (t)	shield
12235	Iron platebody (g)	torso
12237	Iron platelegs (g)	legs
12239	Iron plateskirt (g)	legs
12241	Iron full helm (g)	head
12243	Iron kiteshield (g)	shield
12245	Beanie	head
12247	Red beret	head
12249	Imp mask	head
12251	Goblin mask	head
12253	Armadyl robe top	torso
12255	Armadyl robe legs	legs
12257	Armadyl stole	amulet
12259	Armadyl mitre	head
12261	Armadyl cloak	cape
12263	Armadyl crozier	weapon
12265	Bandos robe top	torso
12267	Bandos robe legs	legs
12269	Bandos stole	amulet
12271	Bandos mitre	head
12273	Bandos cloak	cape
12275	Bandos crozier	weapon
12277	Mithril platebody (g)	torso
12279	Mithril platelegs (g)	legs
12281	Mithril kiteshield (g)	shield
12283	Mithril full helm (g)	head
12285	Mithril plateskirt (g)	legs
12287	Mithril platebody (t)	torso
12289	Mithril platelegs (t)	legs
12291	Mithril kiteshield (t)	shield
12293	Mithril full helm (t)	head
12295	Mithril plateskirt (t)	legs
12297	Black pickaxe	weapon
12299	White headband	head
12301	Blue headband	head
12303	Gold headband	head
12305	Pink headband	head
12307	Green headband	head
12309	Pink boater	head
12311	Purple boater	head
12313	White boater	head
12315	Pink elegant shirt	torso
12317	Pink elegant legs	legs
12319	Crier hat	head
12321	White cavalier	head
12323	Red cavalier	head
12325	Navy cavalier	head
12327	Red d'hide body (g)	torso
12329	Red d'hide chaps (g)	legs
12331	Red d'hide body (t)	torso
12333	Red d'hide chaps (t)	legs
12335	Briefcase	shield
12337	Sagacious spectacles	head
12339	Pink elegant blouse	torso
12341	Pink elegant skirt	legs
12343	Gold elegant blouse	torso
12345	Gold elegant skirt	legs
12347	Gold elegant shirt	torso
12349	Gold elegant legs	legs
12351	Musketeer hat	head
12353	Monocle	head
12355	Big pirate hat	head
12357	Katana	weapon
12359	Leprechaun hat	head
12361	Cat mask	head
12363	Bronze dragon mask	head
12365	Iron dragon mask	head
12367	Steel dragon mask	head
12369	Mithril dragon mask	head
12371	Lava dragon mask	head
12373	Dragon cane	weapon
12375	Black cane	weapon
12377	Adamant cane	weapon
12379	Rune cane	weapon
12381	Black d'hide body (g)	torso
12383	Black d'hide chaps (g)	legs
12385	Black d'hide body (t)	torso
12387	Black d'hide chaps (t)	legs
12389	Gilded scimitar	weapon
12391	Gilded boots	boots
12393	Royal gown top	torso
12395	Royal gown bottom	legs
12397	Royal crown	head
12399	Partyhat & specs	head
12401	null	?
12412	Pirate hat & patch	head
12414	Dragon chainbody (g)	torso
12415	Dragon platelegs (g)	legs
12416	Dragon plateskirt (g)	legs
12417	Dragon full helm (g)	head
12418	Dragon sq shield (g)	shield
12419	Light infinity hat	head
12420	Light infinity top	torso
12421	Light infinity bottoms	legs
12422	3rd age wand	weapon
12424	3rd age bow	weapon
12426	3rd age longsword	weapon
12428	Penguin mask	head
12430	Afro	head
12432	Top hat	head
12434	Top hat & monocle	head
12436	Amulet of fury (or)	amulet
12437	3rd age cloak	cape
12439	Royal sceptre	weapon
12441	Musketeer tabard	torso
12443	Musketeer pants	legs
12445	Black skirt (g)	legs
12447	Black skirt (t)	legs
12449	Black wizard robe (g)	torso
12451	Black wizard robe (t)	torso
12453	Black wizard hat (g)	head
12455	Black wizard hat (t)	head
12457	Dark infinity hat	head
12458	Dark infinity top	torso
12459	Dark infinity bottoms	legs
12460	Ancient platebody	torso
12462	Ancient platelegs	legs
12464	Ancient plateskirt	legs
12466	Ancient full helm	head
12468	Ancient kiteshield	shield
12470	Armadyl platebody	torso
12472	Armadyl platelegs	legs
12474	Armadyl plateskirt	legs
12476	Armadyl full helm	head
12478	Armadyl kiteshield	shield
12480	Bandos platebody	torso
12482	Bandos platelegs	legs
12484	Bandos plateskirt	legs
12486	Bandos full helm	head
12488	Bandos kiteshield	shield
12490	Ancient bracers	hands
12492	Ancient d'hide body	torso
12494	Ancient chaps	legs
12496	Ancient coif	head
12498	Bandos bracers	hands
12500	Bandos d'hide body	torso
12502	Bandos chaps	legs
12504	Bandos coif	head
12506	Armadyl bracers	hands
12508	Armadyl d'hide body	torso
12510	Armadyl chaps	legs
12512	Armadyl coif	head
12514	Explorer backpack	cape
12516	Pith helmet	head
12518	Green dragon mask	head
12520	Blue dragon mask	head
12522	Red dragon mask	head
12524	Black dragon mask	head
12540	Deerstalker	head
12596	Rangers' tunic	torso
12598	Holy sandals	boots
12600	Druidic wreath	head
12607	Damaged book	shield
12608	Book of war	shield
12609	Damaged book	shield
12610	Book of law	shield
12611	Damaged book	shield
12612	Book of darkness	shield
12637	Saradomin halo	head
12638	Zamorak halo	head
12639	Guthix halo	head
12658	Iban's staff (u)	weapon
12659	Clan wars cape	jaw
12660	Clan wars cape	jaw
12661	Clan wars cape	jaw
12662	Clan wars cape	jaw
12663	Clan wars cape	jaw
12664	Clan wars cape	jaw
12665	Clan wars cape	jaw
12666	Clan wars cape	jaw
12667	Clan wars cape	jaw
12668	Clan wars cape	jaw
12669	Clan wars cape	jaw
12670	Clan wars cape	jaw
12671	Clan wars cape	jaw
12672	Clan wars cape	jaw
12673	Clan wars cape	jaw
12674	Clan wars cape	jaw
12675	Clan wars cape	jaw
12676	Clan wars cape	jaw
12677	Clan wars cape	jaw
12678	Clan wars cape	jaw
12679	Clan wars cape	jaw
12680	Clan wars cape	jaw
12681	Clan wars cape	jaw
12682	Clan wars cape	jaw
12683	Clan wars cape	jaw
12684	Clan wars cape	jaw
12685	Clan wars cape	jaw
12686	Clan wars cape	jaw
12687	Clan wars cape	jaw
12688	Clan wars cape	jaw
12689	Clan wars cape	jaw
12690	Clan wars cape	jaw
12727	Goblin paint cannon	weapon
12765	Dark bow	weapon
12766	Dark bow	weapon
12767	Dark bow	weapon
12768	Dark bow	weapon
12773	Volcanic abyssal whip	weapon
12774	Frozen abyssal whip	weapon
12788	Magic shortbow (i)	weapon
12795	Steam battlestaff	weapon
12796	Mystic steam staff	weapon
12797	Dragon pickaxe	weapon
12806	Malediction ward	shield
12807	Odium ward	shield
12808	Sara's blessed sword (full)	weapon
12809	Saradomin's blessed sword	weapon
12810	Ironman helm	head
12811	Ironman platebody	torso
12812	Ironman platelegs	legs
12813	Ultimate ironman helm	head
12814	Ultimate ironman platebody	torso
12815	Ultimate ironman platelegs	legs
12817	Elysian spirit shield	shield
12821	Spectral spirit shield	shield
12825	Arcane spirit shield	shield
12829	Spirit shield	shield
12831	Blessed spirit shield	shield
12845	Grim reaper hood	head
12848	Granite maul	weapon
12851	Amulet of the damned (full)	amulet
12853	Amulet of the damned	amulet
12855	Hunter's honour	head
12856	Rogue's revenge	head
12887	Santa mask	head
12888	Santa jacket	torso
12889	Santa pantaloons	legs
12890	Santa gloves	hands
12891	Santa boots	boots
12892	Antisanta mask	head
12893	Antisanta jacket	torso
12894	Antisanta pantaloons	legs
12895	Antisanta gloves	hands
12896	Antisanta boots	boots
12899	Trident of the swamp	weapon
12900	Uncharged toxic trident	weapon
12902	Toxic staff (uncharged)	weapon
12904	Toxic staff of the dead	weapon
12924	Toxic blowpipe (empty)	weapon
12926	Toxic blowpipe	weapon
12929	Serpentine helm (uncharged)	head
12931	Serpentine helm	head
12954	Dragon defender	shield
12956	Cow top	torso
12957	Cow trousers	legs
12958	Cow gloves	hands
12959	Cow shoes	boots
13068	Quest point cape (t)	cape
13069	Achievement diary cape (t)	cape
13070	Achievement diary hood	head
13072	Elite void top	torso
13073	Elite void robe	legs
13074	Pharaoh's sceptre	weapon
13075	Pharaoh's sceptre	weapon
13076	Pharaoh's sceptre	weapon
13077	Pharaoh's sceptre	weapon
13078	Pharaoh's sceptre	weapon
13079	Enchanted lyre(5)	weapon
13080	New crystal halberd full (i)	weapon
13081	Crystal halberd full (i)	weapon
13082	Crystal halberd 9/10 (i)	weapon
13083	Crystal halberd 8/10 (i)	weapon
13084	Crystal halberd 7/10 (i)	weapon
13085	Crystal halberd 6/10 (i)	weapon
13086	Crystal halberd 5/10 (i)	weapon
13087	Crystal halberd 4/10 (i)	weapon
13088	Crystal halberd 3/10 (i)	weapon
13089	Crystal halberd 2/10 (i)	weapon
13090	Crystal halberd 1/10 (i)	weapon
13091	New crystal halberd full	weapon
13092	Crystal halberd full	weapon
13093	Crystal halberd 9/10	weapon
13094	Crystal halberd 8/10	weapon
13095	Crystal halberd 7/10	weapon
13096	Crystal halberd 6/10	weapon
13097	Crystal halberd 5/10	weapon
13098	Crystal halberd 4/10	weapon
13099	Crystal halberd 3/10	weapon
13100	Crystal halberd 2/10	weapon
13101	Crystal halberd 1/10	weapon
13103	Karamja gloves 4	hands
13104	Varrock armour 1	torso
13105	Varrock armour 2	torso
13106	Varrock armour 3	torso
13107	Varrock armour 4	torso
13108	Wilderness sword 1	weapon
13109	Wilderness sword 2	weapon
13110	Wilderness sword 3	weapon
13111	Wilderness sword 4	weapon
13112	Morytania legs 1	legs
13113	Morytania legs 2	legs
13114	Morytania legs 3	legs
13115	Morytania legs 4	legs
13117	Falador shield 1	shield
13118	Falador shield 2	shield
13119	Falador shield 3	shield
13120	Falador shield 4	shield
13121	Ardougne cloak 1	cape
13122	Ardougne cloak 2	cape
13123	Ardougne cloak 3	cape
13124	Ardougne cloak 4	cape
13129	Fremennik sea boots 1	boots
13130	Fremennik sea boots 2	boots
13131	Fremennik sea boots 3	boots
13132	Fremennik sea boots 4	boots
13133	Desert amulet 1	amulet
13134	Desert amulet 2	amulet
13135	Desert amulet 3	amulet
13136	Desert amulet 4	amulet
13137	Kandarin headgear 1	head
13138	Kandarin headgear 2	head
13139	Kandarin headgear 3	head
13140	Kandarin headgear 4	head
13141	Western banner 1	weapon
13142	Western banner 2	weapon
13143	Western banner 3	weapon
13144	Western banner 4	weapon
13182	Bunny feet	boots
13188	Diango's claws	?
13195	Oddskull	weapon
13196	Tanzanite helm (uncharged)	head
13197	Tanzanite helm	head
13198	Magma helm (uncharged)	head
13199	Magma helm	head
13203	Mask of balance	head
13215	Tiger toy	?
13216	Lion toy	?
13217	Snow leopard toy	?
13218	Amur leopard toy	?
13221	Music cape	cape
13222	Music cape(t)	cape
13223	Music hood	head
13233	Smouldering stone	?
13235	Eternal boots	boots
13237	Pegasian boots	boots
13239	Primordial boots	boots
13241	Infernal axe	weapon
13242	Infernal axe (uncharged)	weapon
13243	Infernal pickaxe	weapon
13244	Infernal pickaxe (uncharged)	weapon
13258	Angler hat	head
13259	Angler top	torso
13260	Angler waders	legs
13261	Angler boots	boots
13263	Abyssal bludgeon	weapon
13265	Abyssal dagger	weapon
13267	Abyssal dagger (p)	weapon
13269	Abyssal dagger (p+)	weapon
13271	Abyssal dagger (p++)	weapon
13280	Max cape	cape
13281	Max hood	head
13283	Gravedigger mask	head
13284	Gravedigger top	torso
13285	Gravedigger leggings	legs
13286	Gravedigger boots	boots
13287	Gravedigger gloves	hands
13288	Anti-panties	legs
13317	Deadman's chest	torso
13318	Deadman's legs	legs
13319	Deadman's cape	cape
13328	Green banner	weapon
13329	Fire max cape	cape
13330	Fire max hood	head
13331	Saradomin max cape	cape
13332	Saradomin max hood	head
13333	Zamorak max cape	cape
13334	Zamorak max hood	head
13335	Guthix max cape	cape
13336	Guthix max hood	head
13337	Accumulator max cape	cape
13338	Accumulator max hood	head
13340	Agility cape	cape
13341	Agility cape(t)	cape
13342	Max cape	cape
13343	Black santa hat	head
13344	Inverted santa hat	head
13353	Gricoller's can	?
13357	Shayzien gloves (1)	hands
13358	Shayzien boots (1)	boots
13359	Shayzien helm (1)	head
13360	Shayzien greaves (1)	legs
13361	Shayzien platebody (1)	torso
13362	Shayzien gloves (2)	hands
13363	Shayzien boots (2)	boots
13364	Shayzien helm (2)	head
13365	Shayzien greaves (2)	legs
13366	Shayzien platebody (2)	torso
13367	Shayzien gloves (3)	hands
13368	Shayzien boots (3)	boots
13369	Shayzien helm (3)	head
13370	Shayzien greaves (3)	legs
13371	Shayzien platebody (3)	torso
13372	Shayzien gloves (4)	hands
13373	Shayzien boots (4)	boots
13374	Shayzien helm (4)	head
13375	Shayzien greaves (4)	legs
13376	Shayzien platebody (4)	torso
13377	Shayzien gloves (5)	hands
13378	Shayzien boots (5)	boots
13379	Shayzien helm (5)	head
13380	Shayzien greaves (5)	legs
13381	Shayzien body (5)	torso
13385	Xerician hat	head
13387	Xerician top	torso
13389	Xerician robe	legs
13392	Xeric's talisman (inert)	amulet
13393	Xeric's talisman	amulet
13446	Dark essence block	?
13570	Juniper charcoal	?
13576	Dragon warhammer	weapon
13579	Graceful hood	head
13580	Graceful hood	head
13581	Graceful cape	cape
13582	Graceful cape	cape
13583	Graceful top	torso
13584	Graceful top	torso
13585	Graceful legs	legs
13586	Graceful legs	legs
13587	Graceful gloves	hands
13588	Graceful gloves	hands
13589	Graceful boots	boots
13590	Graceful boots	boots
13591	Graceful hood	head
13592	Graceful hood	head
13593	Graceful cape	cape
13594	Graceful cape	cape
